,name,alcohol_impaired_driving_deaths,high_school_graduation,unemployment,median_household_income,children_in_single_parent_households,social_associations,drug_overdose_deaths,disconnected_youth,homicides,suicides,population,population_density,below_18_years_of_age,X65_and_older,non_hispanic_black,american_indian_or_alaska_native,hispanic,female,excessive_drinking,adult_smoking
1870,Queens County,0.186588921,0.823709093,0.052224202,80180,0.246461687,4.559994818,16.18013215,0.07230082,2.816287372,6.034366269,2278029,20952.38897,0.194286816,0.17997576,0.178080262,0.014211408,0.281908615,0.510810003,0.144896189,0.125
1871,Rensselaer County,0.25,0.906899199,0.030513951,80040,0.250731451,8.362873833,23.26780616,0.045547178,3.761573556,10.49395441,159853,245.0010221,0.18847316,0.187103151,0.076914415,0.003672124,0.056864745,0.500272125,0.20088257,0.173
1872,Richmond County,0.163265306,0.833702132,0.054957105,91582,0.207286727,3.89062481,29.68932098,0.061446816,3.133230325,6.842661127,491133,8538.097386,0.21348596,0.174018036,0.092174625,0.007444012,0.188399069,0.50912482,0.147049303,0.16
1873,Rockland County,0.108108108,0.862009604,0.028482502,99839,0.126147096,10.67132038,18.46170608,0.059043425,1.870686816,6.489173197,339022,1951.940692,0.292638826,0.158892343,0.108302706,0.006421412,0.19442691,0.504129526,0.150958741,0.149
1874,St. Lawrence County,0.215686275,0.866227837,0.041151401,59451,0.179903283,9.162340006,13.93292381,0.109878918,1.312868342,12.02918667,107733,40.20795732,0.196253701,0.190489451,0.018638672,0.011073673,0.023586088,0.488671066,0.208956692,0.22
1875,Saratoga County,0.213333333,0.91764275,0.026517359,93341,0.173228864,7.16214679,14.19314142,0.046727366,0.807025342,10.30648605,238797,294.8220817,0.187895995,0.202020963,0.019937436,0.002525157,0.037630289,0.502879014,0.213651937,0.153
1876,Schenectady County,0.409090909,0.844364432,0.033029569,74206,0.248830022,7.464149941,24.96021299,0.070079291,3.030809557,9.231135474,160093,782.2052705,0.21138963,0.181150956,0.121385695,0.007695527,0.080359541,0.507823578,0.176683018,0.173
1877,Schoharie County,0.045454546,0.913719512,0.036085958,67975,0.177944862,7.032113318,22.82757571,0.038229376,,11.72566836,30063,48.34687419,0.169976383,0.241093703,0.014902039,0.003658983,0.040514919,0.495825433,0.179603856,0.189
1878,Schuyler County,0.3,0.953869048,0.036765619,63233,0.119940476,7.886435331,18.78145894,,,20.36420431,17650,53.75470333,0.186288952,0.235864023,0.009688385,0.00368272,0.020283286,0.496373938,0.179145354,0.201
1879,Seneca County,0.260869565,0.901273885,0.032116887,65354,0.134040646,10.9831394,14.74998771,0.14066103,,14.9324337,32882,101.5824847,0.203758895,0.217565842,0.034152424,0.005899884,0.041207956,0.484155465,0.184273143,0.213
1880,Steuben County,0.341463415,0.907967309,0.036200518,60558,0.210126456,11.40422602,18.37559721,0.098811466,,15.30646722,92599,66.59366194,0.211341375,0.210164257,0.015507727,0.003077787,0.019395458,0.498623095,0.18773377,0.199
1881,Suffolk County,0.247244095,0.903888529,0.031197555,119253,0.169313461,6.459880604,28.81253493,0.056892163,2.163624795,8.131153606,1525465,1674.638372,0.202856178,0.181861924,0.078894632,0.007208949,0.214301869,0.503380281,0.17084234,0.125
1882,Sullivan County,0.25,0.830830904,0.032643887,63733,0.262759463,9.773701226,56.7001385,0.245975855,3.573436951,12.32760634,79658,82.27899399,0.209608577,0.194481408,0.089018052,0.008323081,0.183245876,0.478231942,0.175444011,0.183
1883,Tioga County,0.129032258,0.906833616,0.032118952,76197,0.173522507,10.8378491,15.26855303,0.115417377,,11.80651992,47772,92.08760832,0.199049653,0.223289793,0.011052499,0.002784058,0.02218873,0.497509001,0.173552678,0.184
1884,Tompkins County,0.272727273,0.847009804,0.027757254,72025,0.271133807,10.55514349,21.40077821,,,12.8599194,104777,220.7497694,0.136957538,0.163919563,0.040199662,0.004733863,0.055393836,0.507840461,0.203782116,0.143
1885,Ulster County,0.16091954,0.880754264,0.031546389,79340,0.217901854,8.964148871,36.04340071,0.085800469,1.752116876,13.42975171,182319,162.1714719,0.167530537,0.215792101,0.060262507,0.004919948,0.115566672,0.501291692,0.1891426,0.165
1886,Warren County,0.303030303,0.888733333,0.034390182,69849,0.206543263,11.73458502,19.6567314,,,12.00849536,65599,75.64272438,0.171527005,0.243647007,0.014481928,0.003262245,0.030793152,0.503147914,0.19271227,0.182
1887,Washington County,0.25,0.821379573,0.032302555,67013,0.198191008,9.186954525,17.50872701,0.152846771,,12.91624556,60841,73.19743336,0.181998981,0.218306734,0.025180388,0.003796782,0.030144146,0.482815864,0.197589976,0.204
1888,Wayne County,0.274509804,0.884143969,0.031982893,70917,0.155675167,10.11845188,18.87630469,0.09118312,3.316707678,15.03204704,91125,150.9115979,0.207703704,0.209514403,0.028565158,0.004301783,0.049876543,0.497689986,0.180759509,0.197
1889,Westchester County,0.178571429,0.90082933,0.031233947,108037,0.203616684,8.267402883,16.34141341,0.046925292,2.284041999,6.958279199,990427,2298.948472,0.208812967,0.184144818,0.137128733,0.010788276,0.263429814,0.511948887,0.162942146,0.109
1890,Wyoming County,0.285714286,0.946978852,0.034894346,65526,0.182274038,14.57113927,18.36164086,,,14.55965129,39666,66.91842602,0.182070287,0.204734533,0.042404074,0.004991681,0.034437554,0.461881712,0.191774497,0.202
1891,Yates County,0.230769231,0.80528169,0.029389084,62637,0.191312385,11.78239142,16.14943612,0.10530086,,12.69645873,24451,72.31039761,0.220645372,0.224694287,0.00916118,0.003067359,0.022330375,0.506114269,0.162272506,0.19
1892,Alamance County,0.310679612,0.875221826,0.037114964,61034,0.263577176,10.12209781,27.78144743,0.06238975,6.973602761,13.21359082,176353,416.4649894,0.217835818,0.173770789,0.213475246,0.015089054,0.141942581,0.52069996,0.172324794,0.171
1893,Alexander County,0.173913044,0.87,0.031952597,67717,0.199190961,15.28217444,14.33923034,,5.364519071,18.65271214,36512,140.4388452,0.195962971,0.208917616,0.055461218,0.006080193,0.0548039,0.484909071,0.177994687,0.184
1894,Alleghany County,0.222222222,0.875,0.038622821,49524,0.202566964,12.67082994,,,,30.54785971,11185,47.6291534,0.164416629,0.288869021,0.016092982,0.007241842,0.100581135,0.506124274,0.144600626,0.217
1895,Anson County,0.321428571,0.88,0.043567252,48284,0.472604284,12.23934724,25.49466737,,22.71694684,15.26864086,22202,41.77539353,0.196198541,0.201378254,0.46941717,0.009954058,0.052292586,0.48310963,0.146975216,0.221
1896,Ashe County,0.111111111,0.85,0.033826148,54379,0.228167146,9.733817528,13.56684756,,,26.66919414,27110,63.59907572,0.165805976,0.274732571,0.007893766,0.005864995,0.056584286,0.502102545,0.167081257,0.186
1897,Avery County,0.090909091,0.918558282,0.032528721,53894,0.133752621,18.4729064,,,,17.80351295,17571,71.04047665,0.142336805,0.237152126,0.040236754,0.007341643,0.05321268,0.457629048,0.176737027,0.184
1898,Beaufort County,0.242424242,0.857212476,0.039437327,54415,0.348209177,12.14356391,33.20460533,,8.234745135,18.72162535,44272,53.16450623,0.193011384,0.255104807,0.229129021,0.011632635,0.085042465,0.516014637,0.147923416,0.187
1899,Bertie County,0.205882353,0.825,0.048729405,44434,0.558998022,25.13567552,32.62997607,,14.98497756,10.4285901,17240,24.6575825,0.168097448,0.251682135,0.599187935,0.008932715,0.026276102,0.486078886,0.131055319,0.231
1900,Bladen County,0.220338983,0.918743169,0.043361553,46002,0.316001342,15.58001694,52.54418966,,15.66000392,9.076815503,29446,33.65135465,0.200570536,0.240440128,0.320518916,0.034198193,0.086021871,0.521395096,0.145502725,0.207
1901,Brunswick County,0.333333333,0.84,0.046558705,73536,0.236737335,7.97420518,30.72872953,0.073479539,4.09048145,16.34938917,153064,180.0606672,0.138687085,0.3400669,0.089106518,0.008480113,0.052729577,0.519070454,0.160621619,0.146
1902,Buncombe County,0.245033113,0.904980637,0.029655615,67906,0.248031252,12.742419,41.44676853,0.07081131,4.280591688,17.90174659,273589,416.7407802,0.174670765,0.215940699,0.058185819,0.005541159,0.074531505,0.51731612,0.19015515,0.144
1903,Burke County,0.194805195,0.91,0.034342202,60629,0.227853708,14.38175572,47.29734762,0.106892068,5.43233389,14.7305896,87881,173.59668,0.17789966,0.219842742,0.061958785,0.009945267,0.070276852,0.498378489,0.163132926,0.201
1904,Cabarrus County,0.196261682,0.900169673,0.033854055,79649,0.216036494,9.555599754,27.0468164,0.099688237,3.567159518,10.40173913,235797,652.7571957,0.248361938,0.137614134,0.204816007,0.00738347,0.119072762,0.508696039,0.176019166,0.144
1905,Caldwell County,0.12,0.87,0.035706456,53586,0.241353477,12.67663398,37.99935442,0.13065064,5.599427459,16.69766551,80492,170.5743815,0.195211947,0.212754063,0.049806192,0.006882672,0.065323262,0.502236247,0.161708612,0.195
1906,Camden County,0.285714286,0.925,0.037961186,82620,0.183266932,10.15228426,,,,31.6160407,11088,46.13751978,0.227092352,0.168019481,0.094877345,0.005681818,0.043019481,0.491973305,0.189819667,0.159
1907,Carteret County,0.186046512,0.85,0.034607871,67806,0.213851554,12.69313258,38.54084366,,3.720961,22.23326868,69380,136.6813075,0.166762756,0.273032574,0.049250505,0.006932834,0.046641684,0.50781205,0.168775733,0.157
1908,Caswell County,0.296296296,0.875,0.04038202,54215,0.247447739,13.20771331,23.61240241,,8.807468734,12.17898099,22614,53.16353679,0.178827275,0.235340939,0.309498541,0.009463164,0.052401167,0.478508888,0.15293458,0.196
1909,Catawba County,0.27826087,0.873051948,0.034350762,63934,0.27851034,14.22184847,31.77035639,0.086951474,6.21777346,16.38064887,163462,407.2565078,0.213927396,0.189670994,0.083756469,0.00647857,0.108453341,0.507487979,0.178953495,0.173
1910,Chatham County,0.205882353,0.88814578,0.03090608,84516,0.195896271,8.858760544,24.98827305,,4.652163547,13.79295049,79864,117.1577914,0.187944506,0.259065411,0.109849244,0.01245868,0.121130923,0.516102374,0.163495626,0.138
1911,Cherokee County,0.28125,0.87,0.040172553,51607,0.272453155,9.257037062,46.05535854,,,22.30424404,29512,64.7845178,0.155733261,0.31624424,0.016129032,0.017416644,0.039746544,0.504404988,0.145220164,0.192
1912,Chowan County,0.25,0.925,0.039910545,55818,0.350313769,13.11762134,31.34040501,,,,13940,80.73804549,0.196413199,0.261908178,0.318292683,0.005667145,0.039167862,0.520229555,0.139308669,0.201
1913,Clay County,0.090909091,0.875,0.039856802,57698,0.110929853,13.26377222,38.18475547,,,25.28419167,11614,54.02277056,0.152143964,0.33468228,0.013173756,0.006027209,0.041415533,0.511365593,0.15070901,0.175
1914,Cleveland County,0.204301075,0.86251269,0.038426312,53170,0.368186773,17.53704202,20.85148029,0.110439872,7.139287499,17.58197093,100670,216.8446214,0.222290653,0.190533426,0.203993245,0.004867389,0.046518327,0.516340519,0.162005017,0.198
1915,Columbus County,0.186915888,0.822590634,0.042489325,45379,0.35693017,10.38089915,43.65341682,0.123839009,18.17502025,10.7182064,49885,53.17544072,0.207557382,0.208258996,0.291470382,0.038067555,0.062904681,0.499468778,0.149134531,0.225
1916,Craven County,0.2,0.85,0.036832238,63076,0.274420947,12.61497507,50.65023056,0.121019108,7.676932354,17.23735975,100874,142.7652377,0.215159506,0.209439499,0.20020025,0.007127704,0.080298194,0.501278823,0.174482547,0.175
1917,Cumberland County,0.233201581,0.84,0.051163628,58013,0.363182647,9.001275678,45.66296168,0.087300307,11.32048509,16.65694473,336699,515.9676403,0.249896792,0.130760709,0.377669669,0.019557528,0.130098397,0.503428879,0.187356689,0.17
1918,Currituck County,0.181818182,0.84,0.034796792,76217,0.210003156,10.1170202,32.38192164,,,19.9912524,31015,118.4184379,0.221957118,0.173367725,0.053554732,0.007899404,0.05287764,0.495179752,0.201022153,0.148
1919,Dare County,0.166666667,0.93,0.042820026,82052,0.174410084,13.74715804,43.60128846,,,15.82142909,37956,99.04260934,0.179154811,0.244546317,0.024317631,0.006770998,0.076720413,0.507851196,0.186551535,0.129
1920,Davidson County,0.205298013,0.847302031,0.034967777,63590,0.263634875,10.1384811,49.65712935,0.0864,3.592482474,17.29030981,172586,311.9888071,0.214003453,0.191742088,0.101815906,0.008465345,0.083934966,0.50669811,0.156229091,0.186
1921,Davie County,0.290322581,0.88,0.033828264,63436,0.187180627,11.02611812,30.07750742,,,13.31081716,44090,167.1981421,0.20514856,0.223225221,0.062213654,0.007325924,0.076593332,0.508346564,0.168145348,0.163
1922,Duplin County,0.212765957,0.86,0.036604109,51270,0.318820706,12.16118726,26.49804276,0.125,5.720354264,10.97486597,48990,60.13106853,0.240110227,0.198897734,0.237395387,0.015921617,0.238926312,0.505919575,0.153110625,0.203
1923,Durham County,0.273333333,0.824854892,0.031715156,79524,0.299841565,10.54807038,23.07881672,0.059646069,11.98843862,9.214646014,332680,1156.968766,0.192891067,0.147829746,0.339794998,0.009796201,0.139323073,0.521305759,0.189648174,0.132
1924,Edgecombe County,0.306451613,0.835238095,0.065361089,48770,0.435793091,12.40720445,40.48851719,0.124666413,18.18783069,13.0294505,48301,95.56298963,0.225978758,0.211569119,0.56532991,0.008529844,0.058942879,0.533280885,0.132516731,0.213
1925,Forsyth County,0.215686275,0.847708836,0.037093063,62992,0.326497242,10.58302618,32.30117196,0.062683855,7.969451694,11.88455699,389157,954.2051483,0.223244089,0.171534882,0.258353312,0.009942003,0.142623671,0.523089653,0.157287956,0.163
1926,Franklin County,0.353846154,0.82,0.036401059,72415,0.23926054,7.949458182,27.66744667,0.093029491,7.362376154,17.29420091,74539,151.5629861,0.213981942,0.175237124,0.248245885,0.010652142,0.10326138,0.500503092,0.168535987,0.173
1927,Gaston County,0.190082645,0.878644737,0.036734694,65430,0.288553804,12.43199224,23.1687521,0.081965805,6.622141871,16.95049898,234215,658.368655,0.22101061,0.167798817,0.187007664,0.006575155,0.089272677,0.514612642,0.175570195,0.174
1928,Gates County,0.230769231,0.875,0.034697856,66561,0.20718098,9.646922632,,,,,10383,30.48334178,0.192044688,0.226138881,0.294519888,0.007993836,0.026196668,0.505730521,0.157887523,0.197
1929,Graham County,0.055555556,0.925,0.053613845,50301,0.154551008,14.91980604,,,,,7980,27.33186191,0.196616541,0.242606516,0.006390977,0.081328321,0.04160401,0.487092732,0.167486334,0.197
1930,Granville County,0.3625,0.849274425,0.031749175,74120,0.316654463,10.97021908,25.69499494,0.089348172,4.996526225,15.53205003,61903,116.3610041,0.20003877,0.181041307,0.302844773,0.010338756,0.102902929,0.484855338,0.173119537,0.182
1931,Greene County,0.272727273,0.95,0.032433564,49992,0.433204633,7.346818827,20.82866024,,9.540489155,,20211,75.77199817,0.190440849,0.177428133,0.356835387,0.024936916,0.166691406,0.430508139,0.163690768,0.217
1932,Guilford County,0.303834808,0.907269099,0.040985466,63822,0.314307994,11.04330672,32.34358267,0.0599769,10.32352974,11.24882922,546101,845.4076772,0.216293323,0.16206709,0.351240888,0.007775119,0.090148159,0.525752562,0.163664512,0.145
1933,Halifax County,0.423076923,0.812604603,0.055486219,44804,0.513915733,10.77229036,33.16165971,0.194639175,15.82515465,14.99096913,47848,66.11231836,0.213676643,0.221284066,0.52716937,0.040001672,0.034860391,0.514086273,0.128266932,0.239
1934,Harnett County,0.2,0.86,0.040973181,65242,0.214634998,7.943162261,37.16381418,0.084253179,7.379765965,13.98099349,138832,233.3572162,0.252434597,0.138844071,0.208705486,0.017107007,0.145247493,0.503140486,0.163326124,0.171
1935,Haywood County,0.1,0.9,0.031964227,62374,0.254128689,15.04577758,35.6829015,0.085023401,4.17275193,22.33322663,62609,113.1024619,0.17435193,0.255985561,0.013145075,0.00841732,0.048970595,0.511300292,0.165500921,0.172
1936,Henderson County,0.338709677,0.93,0.03167054,65252,0.214354995,11.64094531,25.23455376,0.066762531,2.709322903,18.38907084,118106,316.6810974,0.180862954,0.270274161,0.030726635,0.007323929,0.108986842,0.515604626,0.167184706,0.148
1937,Hertford County,0.371428571,0.85,0.051315171,43871,0.421568628,15.97894539,22.0384056,,17.68853539,9.420770613,20875,59.10859603,0.177437126,0.219640719,0.588167665,0.014994012,0.049101796,0.490682635,0.13664666,0.218
1938,Hoke County,0.253731343,0.83,0.049184368,60903,0.258245614,4.706856949,28.62746531,0.092688774,12.4013499,11.96833277,53787,137.8613017,0.268336215,0.116552327,0.342257423,0.084964768,0.1538104,0.509491141,0.174157208,0.185
1939,Hyde County,0,,0.056338028,48068,0.258465011,8.873114463,,,,,4576,7.472950326,0.156031469,0.241695804,0.27076049,0.013111888,0.102272727,0.4375,0.152578361,0.216
1940,Iredell County,0.217741936,0.894367505,0.033837209,73446,0.211755214,10.83513919,17.51426161,0.067925743,3.899808352,14.81026353,195897,341.0370561,0.220115673,0.16821595,0.1193127,0.005870432,0.088082002,0.50290714,0.179274682,0.145
1941,Jackson County,0.195121951,0.93,0.038041546,58491,0.310447761,14.74314674,40.34068853,,3.984235707,17.46820733,42955,87.46516239,0.160260738,0.209963916,0.021115121,0.087766267,0.06837388,0.508625306,0.183973446,0.187
1942,Johnston County,0.285714286,0.910689655,0.033049287,80612,0.191477262,7.726132872,24.68988129,0.0792345,4.269968402,13.00777956,234778,296.4305035,0.243745155,0.141150363,0.17617494,0.009992418,0.152207617,0.506491239,0.178218543,0.165
1943,Jones County,0.2,0.875,0.034043539,56079,0.335093897,7.5634792,,,,,9233,19.58767721,0.182822485,0.242932958,0.277266327,0.01028918,0.061626774,0.508610419,0.148480072,0.212
1944,Lee County,0.303030303,0.87,0.042041927,58244,0.287542266,14.96772584,44.61677378,0.109457364,9.547584228,11.37578694,65476,256.7062477,0.233047223,0.172918321,0.182219439,0.013760767,0.205174415,0.507010202,0.159840309,0.171
1945,Lenoir County,0.136986301,0.87,0.036702224,46410,0.417000736,13.89244324,31.85574756,0.085419735,14.18989629,12.4443889,54633,136.8950388,0.226694489,0.217011696,0.404206249,0.007413102,0.088426409,0.523456519,0.144949562,0.227
1946,Lincoln County,0.383333333,0.910616438,0.03147705,78615,0.178115235,11.37504182,26.14844739,,2.870390069,15.69334754,93095,314.6729173,0.204210753,0.192888984,0.057457436,0.005381599,0.080928084,0.500907675,0.182138399,0.164
1947,McDowell County,0.28125,0.85,0.034732843,54042,0.246802193,14.75948744,33.76022898,,6.309446819,15.00523494,44753,101.7219036,0.193037338,0.216432418,0.03890242,0.008848569,0.067503855,0.493821643,0.165827469,0.191
1948,Macon County,0.269230769,0.82,0.03477338,53832,0.231259484,15.4403152,31.07406595,,4.435305028,24.12272118,38065,73.82956013,0.179850256,0.292342047,0.012820176,0.008669381,0.084224353,0.511729936,0.150580466,0.179
1949,Madison County,0.291666667,0.925,0.034232983,54137,0.165958577,9.301460329,30.77065095,,,15.51898428,21768,48.41472072,0.167080118,0.235437339,0.013873576,0.006247703,0.029446895,0.504777655,0.171063231,0.174
1950,Martin County,0.260869565,0.793433735,0.044364229,44445,0.412926391,16.5486807,31.63984813,,8.840560492,9.358691339,21508,47.12405433,0.201180956,0.258090013,0.410684397,0.006881161,0.044634555,0.526176307,0.142858041,0.214
1951,Mecklenburg County,0.366852886,0.813780965,0.035012313,80645,0.28954497,9.249061728,19.7823819,0.080200326,8.620667032,9.756130199,1145392,2187.507956,0.224005406,0.121589814,0.315560088,0.008858976,0.144247559,0.515877534,0.19255307,0.126
1952,Mitchell County,0.142857143,0.775,0.041590418,53555,0.221609702,18.71282497,29.01267631,,,18.25759907,15094,68.22130754,0.183781635,0.255532,0.008546442,0.010732742,0.062740162,0.503776335,0.167060728,0.176
1953,Montgomery County,0.125,0.95,0.037155841,55313,0.262388005,11.24118149,36.15554364,,7.373038903,16.10216001,25894,52.67962936,0.207074998,0.222368116,0.168803584,0.013478026,0.161234263,0.504248088,0.151426783,0.192
1954,Moore County,0.224719101,0.91676173,0.036690494,84458,0.194608567,12.16391114,24.10462711,0.08174989,4.472859124,17.30077529,105531,151.2743086,0.21609764,0.239247235,0.107162824,0.012451318,0.077001071,0.510864106,0.181735715,0.138
1955,Nash County,0.314516129,0.889228029,0.049815847,55406,0.344668366,11.87274103,27.78432331,0.105471188,10.75327445,14.81286672,95789,177.2413902,0.217874704,0.195293823,0.412458633,0.011410496,0.079372371,0.517366295,0.162189207,0.18
1956,New Hanover County,0.233009709,0.88,0.032783975,70995,0.252055661,9.649896515,36.85166775,0.045695883,6.673248444,15.6700065,234921,1221.925666,0.173679663,0.19380132,0.121977175,0.006193572,0.064225846,0.52216277,0.209717357,0.143
1957,Northampton County,0.288888889,0.789285714,0.048565121,51550,0.346079067,14.59513106,25.13464991,,13.26807407,23.71882092,16779,31.26266999,0.174503844,0.293223672,0.548900411,0.007568985,0.028607188,0.517015317,0.126387922,0.22
1958,Onslow County,0.267326733,0.9,0.042651457,62190,0.212177607,6.548311991,27.62971576,0.076885577,5.243746832,20.50357976,207298,272.0142128,0.246012986,0.103599649,0.14021843,0.010521086,0.136373723,0.448774228,0.203918958,0.176
1959,Orange County,0.3125,0.898069565,0.030318274,87780,0.190544361,9.336127455,14.78372088,0.017356268,3.037548013,10.60609476,150477,378.5101826,0.182865156,0.1621909,0.114781661,0.006333194,0.08807326,0.522651302,0.195680336,0.117
1960,Pamlico County,0.125,0.930892857,0.03614239,59845,0.254208754,10.53143228,76.75003308,,,18.2556763,12381,36.79178314,0.138114853,0.316048784,0.174057023,0.008157661,0.049672886,0.485905823,0.152072759,0.175
1961,Pasquotank County,0.151515152,0.780138249,0.044542632,59066,0.355560657,11.02373778,45.44816018,,10.35374091,12.5516692,40938,180.4409158,0.210342469,0.185890859,0.348331623,0.006864038,0.063828228,0.506009087,0.171766031,0.165
1962,Pender County,0.239130435,0.93,0.034541079,73663,0.203565903,7.959882194,29.91403651,,5.111916109,20.53297141,65737,75.44741028,0.221838538,0.185648874,0.124861189,0.010313826,0.082875702,0.49497239,0.179995181,0.164
1963,Perquimans County,0.090909091,0.875,0.044815113,60665,0.351775392,9.900990099,42.22553403,,,,13210,53.4444448,0.184935655,0.282740348,0.211430734,0.005374716,0.035957608,0.520968963,0.152146632,0.18
1964,Person County,0.193548387,0.864545455,0.037793016,61302,0.317525517,14.31236742,26.15106882,,7.609743371,16.13880686,39386,100.3875223,0.2040065,0.210963286,0.259381506,0.009800437,0.054334027,0.51518306,0.159053323,0.187
1965,Pitt County,0.25203252,0.85,0.040808686,57319,0.388825415,10.39676132,30.97968591,0.03324937,7.292525642,11.10730672,173542,266.0193833,0.210721324,0.149070542,0.356985629,0.005814155,0.070622674,0.529537518,0.159251724,0.167
1966,Polk County,0.111111111,0.925,0.038227443,61585,0.21353826,18.82376882,21.16919069,,,27.22026506,19986,84.08539764,0.154508156,0.323276293,0.037626338,0.007455219,0.059841889,0.523316321,0.157242636,0.149
1967,Randolph County,0.2265625,0.872890205,0.036416796,58037,0.220268582,10.60810625,53.53072017,0.125330513,3.875799508,18.35461859,146043,186.6803831,0.219531234,0.185965777,0.065788843,0.012160802,0.130475271,0.503714659,0.168208649,0.193
1968,Richmond County,0.222222222,0.83,0.050471698,44383,0.457596644,15.91611272,53.07654396,,13.46386875,9.806856854,42778,90.30815059,0.233063724,0.183622423,0.313993174,0.033007621,0.076885315,0.505166207,0.149827045,0.217
1969,Robeson County,0.32421875,0.87,0.054918816,39931,0.435945742,12.46475483,72.15772831,0.122783629,26.29780782,13.19135237,116663,123.1538655,0.252925092,0.162527965,0.230878685,0.419267463,0.098480238,0.517679127,0.145798348,0.265
1970,Rockingham County,0.226666667,0.875631365,0.041379485,52494,0.345197092,15.12063638,51.90798396,0.117287988,7.989335021,18.08145325,91957,162.5709704,0.201061366,0.214578553,0.186358842,0.00648129,0.068423285,0.51243516,0.157887369,0.2
1971,Rowan County,0.201834862,0.86,0.036188873,61105,0.282979648,13.70232872,47.1422332,0.078807677,9.056931874,17.90246783,149645,292.4984818,0.217047011,0.181362558,0.1640282,0.006769354,0.105957433,0.503665341,0.183003809,0.193
1972,Rutherford County,0.194029851,0.895091421,0.047285041,53485,0.325312285,20.12820116,34.22399605,0.166615242,4.302194765,19.17359218,64963,114.8898866,0.198990194,0.224697135,0.093714884,0.004048458,0.054861998,0.512260825,0.160132626,0.198
1973,Sampson County,0.175,0.805972222,0.036940051,52248,0.271561934,14.91778268,24.20617204,0.11255814,9.322270905,6.846647243,59120,62.49936267,0.242489851,0.183423545,0.243064953,0.039106901,0.218826116,0.500016915,0.150872426,0.202
1974,Scotland County,0.206349206,0.86,0.063902047,45996,0.472415571,11.97884711,38.57764233,,20.46303762,10.6649942,34162,107.0437777,0.229728939,0.185996136,0.390667994,0.132222938,0.039634682,0.485451671,0.14517656,0.245
1975,Stanly County,0.2,0.894772727,0.032970956,58642,0.234293777,16.39731967,37.47295086,,4.602652969,13.74553663,64153,162.3801615,0.215905725,0.190980936,0.113182548,0.00544012,0.052764485,0.49844902,0.173054066,0.184
1976,Stokes County,0.192307692,0.88,0.033360981,56259,0.271421675,8.753619285,50.04157867,0.08730557,4.694556505,13.58635684,45175,100.5352792,0.183752075,0.230348644,0.04126176,0.004781406,0.040863309,0.507028224,0.167216825,0.198
1977,Surry County,0.246376812,0.901865256,0.034377387,49524,0.230820681,13.35169777,31.21825756,0.133513351,4.963803942,20.08886752,71403,134.0537221,0.208632691,0.211517723,0.037015252,0.007282607,0.120485134,0.50776578,0.156745373,0.198
1978,Swain County,0,0.775,0.032424158,55462,0.311139161,8.488964346,49.31198046,,,25.21416059,13967,26.46626184,0.222166535,0.195818716,0.013531897,0.306150211,0.072886089,0.515787213,0.168445092,0.226
1979,Transylvania County,0.111111111,0.84,0.034386869,62173,0.285377359,17.78983869,17.63875823,,,17.24964507,33355,88.15716904,0.150592115,0.321451057,0.030849948,0.004946785,0.035257083,0.513895968,0.161707018,0.156
1980,Tyrrell County,0,,0.051868802,42514,0.262521589,15.36570375,,,,,3365,8.611058745,0.214264487,0.235066865,0.296879643,0.01307578,0.126300149,0.479346211,0.153275309,0.211
1981,Union County,0.210526316,0.927103854,0.03147159,95079,0.143419726,8.003349094,16.61930394,0.028634493,3.465696596,8.959903877,249070,393.6390979,0.252342715,0.137824708,0.11867748,0.006937809,0.12398121,0.501638094,0.184072504,0.136
1982,Vance County,0.22,0.857169118,0.05809178,49961,0.457854026,14.69716724,37.27993427,0.16957606,22.65056966,8.017336589,42138,166.9522284,0.237979971,0.194242726,0.505861693,0.009706203,0.089776449,0.529308463,0.144897863,0.207
1983,Wake County,0.285714286,0.898579791,0.030608043,97099,0.205656647,9.893897083,16.41017301,0.052782696,3.080055357,8.944380895,1175021,1407.865678,0.226795947,0.130304054,0.196472233,0.00784837,0.10587215,0.50896367,0.214836465,0.105
1984,Warren County,0.228571429,0.722674419,0.06336261,47170,0.476599526,13.85779768,25.85538223,0.154150198,11.61381173,13.95361341,18713,43.5803314,0.174103564,0.2737669,0.486132635,0.057339817,0.045957356,0.498957944,0.131708401,0.22
1985,Washington County,0.375,0.825,0.051270208,46072,0.451758341,18.36210062,29.44900904,0.207723036,,,10828,31.24875757,0.200683413,0.273550055,0.469985224,0.012005911,0.066217215,0.523642409,0.128452187,0.219
1986,Watauga County,0.285714286,0.92,0.032490729,57888,0.153460076,13.27580485,16.18200561,,,17.36500683,55089,176.3188794,0.117500772,0.173737044,0.018805932,0.004374739,0.040661475,0.501860626,0.191108124,0.163
1987,Wayne County,0.257731959,0.82,0.040498197,55635,0.33054241,13.78011726,29.12624027,0.05776594,9.887917546,10.86509021,117286,211.73743,0.235415992,0.173609809,0.311128353,0.008747847,0.134423546,0.503495728,0.155256196,0.183
1988,Wilkes County,0.177419355,0.89,0.038251166,48229,0.238911214,14.58833541,29.66464123,0.119972734,5.874503814,18.63153319,65784,87.28399367,0.19579229,0.231226438,0.043171592,0.0048036,0.074014958,0.50649094,0.15868601,0.202
1989,Wilson County,0.232876712,0.796380857,0.051150516,51535,0.339720962,10.46332096,34.27641659,0.10993083,9.496175152,11.49796058,78449,213.4235267,0.226860763,0.193756453,0.392242094,0.008119925,0.119160219,0.523104182,0.147727999,0.206
